,Марка,Модель,Год выпуска,Тип кузова,Цена,Объём двигателя,Цвет,Привод,Руль,Тип двигателя,Состояние,Владельцев по ПТС,Количество дверей,Мощность двигателя,Пробег,VIN или номер кузова,Коробка передач,Ссылка
165,ГАЗ,ГАЗель 2705,2008,фургон,215 000,2.5,красный,задний,левый,бензин,не битый,1,,140 л.с.,118000 км,X9627050*70****18,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_2705_2008_1595204319
166,ГАЗ,ГАЗель,2007,фургон,160 000,2.5,белый,задний,левый,бензин,не битый,2,,140 л.с.,140000 км,X4J27852*70****29,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_2007_1215253445
167,ГАЗ,ГАЗель,2011,фургон,265 897,3.6,белый,задний,левый,бензин,не битый,1,2,107 л.с.,112000 км,X9633096*B1****69,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_2011_1669537191
168,ГАЗ,ГАЗель Next,2014,фургон,620 000,2.8,белый,задний,левый,дизель,не битый,2,2,120 л.с.,40000 км,Z783009Z*E0****41,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_next_2014_1488927760
169,ГАЗ,ГАЗель,2012,фургон,329 000,2.9,серый,задний,левый,бензин,не битый,1,5,106 л.с.,110000 км,X9632213*B0****85,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_2012_1352004857
170,ГАЗ,ГАЗель 2705,2003,фургон,100 000,2.5,синий,задний,левый,бензин,не битый,2,5,140 л.с.,150000 км,XTH27050*30****66,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_2705_2003_1433991438
171,ГАЗ,ГАЗель 33023,2013,фургон,445 000,2.9,серый,задний,левый,бензин,не битый,1,,106 л.с.,89425 км,X9633023*C0****06,механика,https://www.avito.ru/moskva/avtomobili/gaz_gazel_33023_2013_958071697
172,ГАЗ,Соболь 2752,2012,фургон,285 000,2.9,бежевый,задний,левый,бензин,не битый,1,,106 л.с.,87730 км,X9627520*B0****07,механика,https://www.avito.ru/moskva/avtomobili/gaz_sobol_2752_2012_1312315619
173,ГАЗ,Соболь 2752,2014,фургон,320 000,2.9,белый,задний,левый,бензин,не битый,2,4,106 л.с.,60500 км,X9627520*F0****69,механика,https://www.avito.ru/moskva/avtomobili/gaz_sobol_2752_2014_1469027256
174,ГАЗ,Соболь 2752,2011,фургон,303 000,2.9,серебряный,задний,левый,бензин,не битый,1,,106 л.с.,91465 км,X9627520*A0****35,механика,https://www.avito.ru/moskva/avtomobili/gaz_sobol_2752_2011_1675974222
