,Марка,Модель,Год выпуска,Тип кузова,Цена,Объём двигателя,Цвет,Привод,Руль,Тип двигателя,Состояние,Владельцев по ПТС,Количество дверей,Мощность двигателя,Пробег,VIN или номер кузова,Коробка передач,Ссылка
159,BMW,X1,2018,внедорожник,2 750 000,2.0,синий,полный,левый,бензин,,,,192 л.с.,,WBAJG510*0E****35,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2018_1659286312
160,BMW,7 серия,2008,седан,730 000,4.4,синий,задний,левый,бензин,не битый,3,4.0,408 л.с.,125000 км,WBAKB810*0C****35,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2008_1722535618
161,BMW,X3,2014,внедорожник,1 412 000,2.0,красный,полный,левый,бензин,не битый,1,,184 л.с.,78456 км,X4XWX394*00****09,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2014_1206452070
162,BMW,X5,2011,внедорожник,1 400 000,3.0,чёрный,полный,левый,дизель,не битый,1,5.0,268 л.с.,200000 км,5UXZW0C5*BL****53,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2011_960628253
163,BMW,M4,2018,купе,5 450 000,3.0,серый,полный,левый,бензин,,,3.0,450 л.с.,,WBS4Y910*0A****15,автомат,https://www.avito.ru/moskva/avtomobili/bmw_m4_2018_931058573
164,BMW,3 серия GT,2018,хетчбэк,2 874 200,2.0,белый,полный,левый,бензин,,,,184 л.с.,,WBA8X510*0B****21,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2018_1007312938
165,BMW,X1,2018,внедорожник,2 550 000,2.0,синий,полный,левый,бензин,,,5.0,192 л.с.,,X4XJG594*0E****03,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2018_1653445354
166,BMW,X3,2012,внедорожник,1 187 000,2.0,белый,полный,левый,дизель,не битый,2,,184 л.с.,112000 км,WBAWY310*00****63,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2012_1287133281
167,BMW,5 серия,2013,седан,1 049 000,2.0,чёрный,задний,левый,бензин,не битый,2,,184 л.с.,94314 км,X4XXG554*0D****91,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2013_1280803562
168,BMW,X6,2010,внедорожник,1 450 000,3.0,синий,полный,левый,бензин,не битый,3,5.0,306 л.с.,150000 км,X4XFG211*0L****09,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2010_1404864065
169,BMW,X1,2016,внедорожник,1 650 000,1.5,белый,передний,левый,бензин,не битый,1,5.0,136 л.с.,31738 км,WBAHS110*05****99,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2016_1305857384
170,BMW,7 серия,2018,седан,6 340 000,3.0,чёрный,полный,левый,дизель,,,,249 л.с.,,WBA7C410*0B****22,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2018_1519295420
171,BMW,X1,2018,внедорожник,2 550 000,2.0,чёрный,полный,левый,бензин,,,5.0,192 л.с.,,X4XJG594*0E****88,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2018_1379114853
172,BMW,5 серия,2016,седан,2 400 000,2.0,белый,полный,левый,бензин,не битый,1,,245 л.с.,15012 км,X4X5A794*0D****83,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2016_1574906537
173,BMW,7 серия,2006,седан,580 000,4.8,серебряный,задний,левый,бензин,не битый,3,5.0,367 л.с.,250000 км,WBAHN810*0D****27,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2006_904295346
174,BMW,X3,2017,внедорожник,2 330 000,2.0,белый,полный,левый,дизель,не битый,1,,190 л.с.,56057 км,X4XWZ594*00****90,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2017_1229822633
175,BMW,7 серия,2009,седан,850 000,4.4,чёрный,задний,левый,бензин,не битый,4+,4.0,407 л.с.,78000 км,WBAKB810*0C****30,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2009_1620284057
176,BMW,X5,2012,внедорожник,1 373 000,3.0,серый,полный,левый,бензин,не битый,2,5.0,306 л.с.,75250 км,X4XZV411*0L****51,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2012_1499920239
177,BMW,5 серия,2013,седан,1 247 000,2.0,чёрный,задний,левый,дизель,не битый,1,,184 л.с.,145585 км,X4X5C394*0D****99,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2013_1400697966
178,BMW,7 серия,2010,седан,1 200 000,4.4,чёрный,полный,левый,бензин,не битый,3,4.0,407 л.с.,112350 км,X4XKC811*0C****01,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2010_1545475881
179,BMW,X3,2015,внедорожник,1 745 000,2.0,белый,полный,левый,бензин,не битый,1,,184 л.с.,92072 км,X4XWX394*00****79,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2015_1111696488
180,BMW,X1,2018,внедорожник,2 750 000,2.0,синий,полный,левый,бензин,,,5.0,192 л.с.,,X4XJG594*0E****81,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2018_1038881199
181,BMW,X6,2009,внедорожник,1 350 000,3.0,серебряный,полный,левый,дизель,не битый,2,5.0,235 л.с.,155000 км,X4XFG611*0L****20,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2009_1548184043
182,BMW,5 серия,2017,седан,2 290 000,2.0,чёрный,задний,левый,дизель,не битый,1,5.0,190 л.с.,60000 км,WBAJC310*0B****49,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2017_1019970448
183,BMW,7 серия,2018,седан,6 191 790,3.0,чёрный,полный,левый,бензин,,,,326 л.с.,,X4X7E494*0B****15,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2018_1322855368
184,BMW,3 серия,2013,седан,1 050 000,2.0,чёрный,задний,левый,бензин,не битый,2,5.0,187 л.с.,117000 км,X4X3B194*0J****99,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2013_995922983
185,BMW,X6 M,2013,внедорожник,2 300 000,4.4,синий,передний,левый,бензин,не битый,3,5.0,555 л.с.,73000 км,WBSGZ010*0L****01,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_2013_1646711699
186,BMW,X5,2017,внедорожник,3 800 000,3.0,чёрный,полный,левый,дизель,не битый,2,4.0,249 л.с.,25000 км,X4XKS494*00****25,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2017_1349312659
187,BMW,X3,2018,внедорожник,3 067 000,2.0,чёрный,полный,левый,дизель,,,5.0,190 л.с.,,X4XKJ394*0L****75,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2018_1503456255
188,BMW,5 серия,2016,седан,2 050 000,2.0,белый,задний,левый,дизель,не битый,3,,190 л.с.,37800 км,WBA5E510*0G****14,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2016_1045219299
189,BMW,X5,2012,внедорожник,1 625 000,3.0,чёрный,полный,левый,дизель,не битый,2,4.0,245 л.с.,119000 км,X4XZW411*0L****20,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2012_1361320244
190,BMW,3 серия,2008,седан,510 000,1.8,серебряный,задний,левый,бензин,не битый,4+,4.0,136 л.с.,164000 км,X4XVG584*8A****51,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2008_1154013446
191,BMW,X6,2013,внедорожник,1 839 000,3.0,чёрный,полный,левый,бензин,не битый,2,5.0,306 л.с.,72000 км,X4XFG211*0L****32,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2013_1534902359
192,BMW,M3,2009,купе,1 799 000,4.0,чёрный,задний,левый,бензин,не битый,3,2.0,420 л.с.,135000 км,WBSWD910*0P****97,робот,https://www.avito.ru/moskva/avtomobili/bmw_m3_2009_1227502665
193,BMW,6 серия,2012,кабриолет,2 949 000,3.0,белый,полный,левый,дизель,не битый,4+,,313 л.с.,36200 км,WBAYP310*0D****37,автомат,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_2012_1714943976
194,BMW,3 серия,2012,седан,1 130 000,2.0,красный,задний,левый,дизель,не битый,3,4.0,184 л.с.,190000 км,WBA3D310*0J****46,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2012_1601731312
195,BMW,X5,2015,внедорожник,2 959 000,3.0,белый,полный,левый,дизель,не битый,3,5.0,313 л.с.,114000 км,X4XKS694*00****68,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2015_1296865416
196,BMW,X5,2018,внедорожник,5 029 000,3.0,чёрный,полный,левый,дизель,,,5.0,313 л.с.,,X4XKS694*00****41,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2018_1418150947
197,BMW,5 серия,2017,седан,4 350 000,3.0,чёрный,полный,левый,дизель,не битый,1,4.0,249 л.с.,37000 км,WBAJD110*0G****95,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2017_1330194676
